id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery_type,RID,profit,address code,departure state
4029,Colorado Springs,0.5,364.95,5,West,qexty,Consumer,hoodies,Standard Class,4791,-248.166,80906,Colorado
4030,Colorado Springs,0.2,54.92,5,West,qexty,Consumer,shorts,Standard Class,4790,10.984,80906,Colorado
4031,Colorado Springs,0.2,52.416,9,West,qexty,Consumer,shorts,Standard Class,4789,15.0696,80906,Colorado
4032,Colorado Springs,0.2,58.08,4,West,fynota,Consumer,chocolates,Standard Class,4788,-6.534,80906,Colorado
4033,Colorado Springs,0.2,4.224,3,West,kariox,Consumer,television,Standard Class,4787,0.4752,80906,Colorado
4034,Colorado Springs,0.7,69.576,4,West,qexty,Consumer,pants,Standard Class,4786,-143.7904,80906,Colorado
4035,Colorado Springs,0.2,27.696,3,West,kariox,Consumer,phone,Standard Class,4793,9.6936,80906,Colorado
4036,Austin,0.2,22.368,4,Central,fynota,Consumer,chocolates,Standard Class,4754,6.4308,78745,Texas
4037,Henderson,0,152.94,3,South,kariox,Consumer,battery,Standard Class,539,41.2938,42420,Kentucky
4038,Chico,0,15.52,4,West,kariox,Consumer,watch,Second Class,5783,7.4496,95928,California
4039,Columbus,0,3.76,2,South,kariox,Corporate,headset,Second Class,1982,1.8048,31907,Georgia
4040,Revere,0,37.88,2,East,kariox,Home Office,headset,Standard Class,3364,18.94,2151,Massachusetts
4041,Revere,0,19.44,3,East,kariox,Home Office,phone,Standard Class,3363,9.3312,2151,Massachusetts
4042,Temecula,0,36.24,1,West,fynota,Consumer,chocolates,First Class,3291,15.2208,92592,California
4043,Temecula,0,248.85,5,West,fynota,Consumer,chocolates,First Class,3290,27.3735,92592,California
4044,Temecula,0.2,29.2,5,West,kariox,Consumer,headset,First Class,3289,9.855,92592,California
4045,Temecula,0.2,494.376,3,West,fynota,Consumer,colddrinks,First Class,3288,49.4376,92592,California
4046,Los Angeles,0,9.96,2,West,kariox,Consumer,tablet,Second Class,1818,4.5816,90036,California
4047,Riverside,0,134.48,4,West,kariox,Corporate,battery,Standard Class,940,34.9648,92503,California
4048,Riverside,0,12.96,2,West,kariox,Corporate,phone,Standard Class,939,6.2208,92503,California
4049,Los Angeles,0,25.76,7,West,kariox,Consumer,charger,First Class,8003,0.5152,90032,California
4050,Los Angeles,0,299.94,6,West,fynota,Consumer,chocolates,First Class,8002,128.9742,90032,California
4051,Las Vegas,0,97.88,2,West,kariox,Corporate,phone,Second Class,7795,48.94,89115,Nevada
4052,Las Vegas,0,32.4,5,West,kariox,Corporate,phone,Second Class,7794,15.876,89115,Nevada
4053,San Jose,0,360.38,2,West,kariox,Consumer,laptop,Standard Class,6240,93.6988,95123,California
4054,San Jose,0,166.5,3,West,qexty,Consumer,shorts,Standard Class,6239,21.645,95123,California
4055,Chico,0,36.44,4,West,kariox,Consumer,phone,Second Class,5784,16.398,95928,California
4056,Colorado Springs,0.2,13.12,5,West,kariox,Consumer,television,Standard Class,4785,1.148,80906,Colorado
4057,Jacksonville,0.7,12.828,2,South,kariox,Consumer,headset,Standard Class,2711,-8.9796,32216,Florida
4058,Chico,0,2.21,1,West,kariox,Consumer,television,Second Class,5782,0.5967,95928,California
4059,Houston,0.2,159.984,2,Central,fynota,Consumer,chocolates,Same Day,2012,35.9964,77041,Texas
4060,Jackson,0,191.96,2,Central,qexty,Corporate,tshirts,Standard Class,3585,32.6332,49201,Michigan
4061,Jackson,0,801.96,2,Central,qexty,Corporate,hoodies,Standard Class,3584,200.49,49201,Michigan
4062,Jackson,0,3.9,2,Central,kariox,Corporate,television,Standard Class,3583,1.521,49201,Michigan
4063,Columbus,0,34.02,3,Central,kariox,Corporate,phone,First Class,980,16.6698,47201,Indiana
4064,Colorado Springs,0.2,15.696,3,West,kariox,Corporate,phone,Standard Class,8626,5.1012,80906,Colorado
4065,Los Angeles,0,236,4,West,fynota,Corporate,chocolates,Standard Class,7576,40.12,90036,California
4066,Los Angeles,0,221.96,2,West,kariox,Corporate,laptop,Standard Class,7575,4.4392,90036,California
4067,Jackson,0,2.61,1,Central,kariox,Corporate,tablet,Standard Class,3586,1.2006,49201,Michigan
4068,Fort Worth,0.2,1718.4,6,Central,fynota,Home Office,colddrinks,Second Class,1757,150.36,76106,Texas
4069,Riverside,0,12.96,2,West,kariox,Corporate,phone,Same Day,9665,6.2208,92503,California
4070,New York City,0,773.94,6,East,fynota,Consumer,colddrinks,First Class,4979,224.4426,10024,New York
4071,New York City,0.2,6.688,2,East,kariox,Consumer,headset,First Class,4978,2.3408,10024,New York
4072,New York City,0.2,21.36,5,East,kariox,Consumer,headset,First Class,4977,7.209,10024,New York
4073,Los Angeles,0,79.92,4,West,qexty,Consumer,shorts,Standard Class,755,28.7712,90036,California
4074,Seattle,0,2.61,1,West,kariox,Consumer,tablet,First Class,565,1.2006,98105,Washington
4075,Houston,0.2,46.344,3,Central,kariox,Consumer,laptop,Same Day,2013,4.6344,77041,Texas
4076,Fort Worth,0.2,360.712,11,Central,kariox,Home Office,phone,Second Class,1756,130.7581,76106,Texas
4077,Roswell,0,1.78,1,South,kariox,Consumer,television,Standard Class,4006,0.4984,30076,Georgia
4078,Houston,0.2,119.96,5,Central,fynota,Home Office,colddrinks,Second Class,3768,11.996,77036,Texas
4079,Roswell,0,25.92,4,South,kariox,Consumer,phone,Standard Class,4007,12.4416,30076,Georgia
4080,Suffolk,0,196.62,2,South,kariox,Consumer,tablet,First Class,1674,96.3438,23434,Virginia
4081,Cleveland,0.2,25.488,2,East,fynota,Consumer,chocolates,Standard Class,8438,4.4604,44105,Ohio
4082,Seattle,0,3.96,2,West,kariox,Consumer,lighting,First Class,564,0,98105,Washington
4083,San Francisco,0,5.76,2,West,kariox,Consumer,tablet,Standard Class,8092,2.8224,94110,California
4084,Chicago,0.8,53.088,7,Central,kariox,Consumer,battery,Standard Class,7154,-108.8304,60610,Illinois
4085,Baltimore,0,542.94,3,East,qexty,Corporate,tshirts,Standard Class,5695,141.1644,21215,Maryland
4086,Baltimore,0,26.4,5,East,kariox,Corporate,phone,Standard Class,5694,12.672,21215,Maryland
4087,Baltimore,0,134.99,1,East,fynota,Corporate,colddrinks,Standard Class,5693,36.4473,21215,Maryland
4088,Los Angeles,0,56.3,2,West,kariox,Home Office,television,Standard Class,6361,15.764,90032,California
4089,Baltimore,0,44.75,5,East,kariox,Corporate,phone,Standard Class,5692,20.585,21215,Maryland
4090,Baltimore,0,27.36,9,East,kariox,Corporate,television,Standard Class,5691,9.3024,21215,Maryland
4091,New York City,0,184.66,7,East,kariox,Home Office,phone,Same Day,4203,84.9436,10024,New York
4092,New York City,0,41.28,6,East,kariox,Home Office,phone,Same Day,4202,18.9888,10024,New York
4093,New York City,0.2,799.984,2,East,fynota,Home Office,fastfood,Same Day,4201,249.995,10024,New York
4094,New York City,0,7.31,1,East,kariox,Home Office,tablet,Same Day,4200,3.4357,10024,New York
4095,Roswell,0,101.94,6,South,fynota,Consumer,chocolates,Standard Class,4008,21.4074,30076,Georgia
4096,San Diego,0,20.65,5,West,kariox,Consumer,tablet,Standard Class,5753,9.499,92037,California
4097,Burlington,0,8.04,6,East,kariox,Corporate,television,Standard Class,9148,2.7336,5408,Vermont
4098,Burlington,0,99.98,2,East,fynota,Corporate,chocolates,Standard Class,9147,42.9914,5408,Vermont
4099,Los Angeles,0,59.99,7,West,qexty,Consumer,shorts,Standard Class,7294,21.5964,90036,California
4100,New York City,0.2,26.336,4,East,kariox,Consumer,headset,Standard Class,6238,9.2176,10009,New York
4101,Cleveland,0.2,55.176,3,East,fynota,Home Office,chocolates,Standard Class,6230,15.8631,44105,Ohio
4102,Cleveland,0.4,110.376,4,East,fynota,Home Office,colddrinks,Standard Class,6229,-20.2356,44105,Ohio
4103,Burlington,0,1564.29,13,East,kariox,Corporate,laptop,Standard Class,9149,406.7154,5408,Vermont
4104,San Diego,0,44.4,3,West,kariox,Consumer,tablet,Standard Class,5752,22.2,92037,California
4105,San Diego,0.2,1013.488,7,West,qexty,Consumer,tshirts,Second Class,2877,76.0116,92037,California
4106,Seattle,0,109.9,5,West,qexty,Corporate,shorts,Standard Class,2694,37.366,98115,Washington
4107,Fayetteville,0.2,64.864,4,South,kariox,Consumer,battery,Standard Class,2473,6.4864,28314,North Carolina
4108,Fayetteville,0.2,451.136,4,South,qexty,Consumer,pants,Standard Class,2472,-67.6704,28314,North Carolina
4109,Fayetteville,0.2,14.272,8,South,qexty,Consumer,shorts,Standard Class,2471,4.2816,28314,North Carolina
4110,Morristown,0,7.56,6,East,kariox,Consumer,lighting,Standard Class,268,0.3024,7960,New Jersey
4111,Columbus,0,316,4,South,fynota,Corporate,chocolates,Standard Class,2303,31.6,31907,Georgia
4112,San Diego,0.2,153.568,2,West,qexty,Consumer,tshirts,Second Class,2876,-5.7588,92037,California
4113,Gulfport,0,31.36,4,South,kariox,Corporate,headset,Second Class,4612,15.68,39503,Mississippi
4114,Seattle,0,12.96,2,West,kariox,Consumer,phone,Standard Class,5675,6.2208,98105,Washington
4115,Plainfield,0,9.21,3,East,kariox,Corporate,television,First Class,4327,2.3025,7060,New Jersey
4116,Los Angeles,0,56.7,5,West,kariox,Home Office,phone,Standard Class,5000,27.783,90045,California
4117,New York City,0.2,43.12,5,East,kariox,Corporate,headset,Second Class,9358,15.092,10024,New York
4118,Atlanta,0,125.36,8,South,kariox,Home Office,watch,Standard Class,8762,58.9192,30318,Georgia
4119,Concord,0,29.99,1,East,fynota,Home Office,chocolates,Standard Class,877,13.1956,3301,New Hampshire
4120,Atlanta,0,1270.99,1,South,kariox,Home Office,headset,Standard Class,8761,635.495,30318,Georgia
4121,Atlantic City,0,23.36,2,East,kariox,Corporate,watch,Second Class,7505,11.68,8401,New Jersey
4122,Dallas,0.2,15.552,3,Central,kariox,Consumer,phone,Second Class,5114,5.4432,75220,Texas
4123,Los Angeles,0.2,109.592,1,West,fynota,Home Office,colddrinks,Standard Class,4999,8.2194,90045,California
4124,Rockford,0.5,626.1,3,Central,qexty,Consumer,hoodies,Standard Class,8927,-538.446,61107,Illinois
4125,Rockford,0.8,1.728,3,Central,kariox,Consumer,headset,Standard Class,8926,-2.6784,61107,Illinois
4126,Rockford,0.2,1439.968,4,Central,fynota,Consumer,colddrinks,Standard Class,8925,143.9968,61107,Illinois
4127,Plainfield,0,18,5,East,kariox,Corporate,phone,First Class,4328,8.28,7060,New Jersey
4128,Chicago,0.2,156.512,4,Central,kariox,Corporate,phone,Standard Class,8176,52.8228,60623,Illinois
4129,Seattle,0.2,435.168,4,West,qexty,Consumer,tshirts,Second Class,7565,-59.8356,98103,Washington
4130,San Francisco,0,26.01,9,West,kariox,Consumer,tablet,First Class,7292,12.2247,94122,California
4131,San Francisco,0.2,50.784,2,West,kariox,Consumer,headset,First Class,7291,17.7744,94122,California
4132,San Francisco,0,305.01,9,West,kariox,Consumer,laptop,First Class,7290,76.2525,94122,California
4133,San Francisco,0.2,17.456,2,West,kariox,Consumer,headset,Standard Class,2885,5.8914,94122,California
4134,Los Angeles,0,39.68,2,West,kariox,Corporate,television,Second Class,8613,10.3168,90036,California
4135,New York City,0,428.68,7,East,kariox,Corporate,laptop,Second Class,9361,0,10024,New York
4136,New York City,0,45.98,1,East,qexty,Corporate,shorts,Second Class,9360,7.8166,10024,New York
4137,New York City,0.4,313.722,3,East,qexty,Corporate,hoodies,Second Class,9359,-99.3453,10024,New York
4138,Seattle,0,48.58,1,West,qexty,Consumer,pants,Second Class,7566,7.7728,98103,Washington
4139,Concord,0,322.59,3,East,qexty,Home Office,shorts,Standard Class,876,64.518,3301,New Hampshire
4140,Concord,0,371.97,3,East,fynota,Home Office,chocolates,Standard Class,878,66.9546,3301,New Hampshire
4141,Los Angeles,0.2,11.648,2,West,kariox,Consumer,headset,Second Class,26,4.2224,90049,California
4142,Franklin,0,106.05,7,Central,kariox,Corporate,headset,Standard Class,6852,49.8435,53132,Wisconsin
4143,Franklin,0,1565.88,6,Central,qexty,Corporate,pants,Standard Class,6851,407.1288,53132,Wisconsin
4144,Amarillo,0.2,25.92,5,Central,kariox,Consumer,phone,Standard Class,8032,9.072,79109,Texas
4145,Amarillo,0.6,23.076,3,Central,qexty,Consumer,shorts,Standard Class,8031,-10.9611,79109,Texas
4146,Oakland,0,34.58,1,West,kariox,Home Office,television,Standard Class,2162,10.0282,94601,California
4147,Jacksonville,0.2,59.184,2,South,fynota,Corporate,colddrinks,Second Class,865,5.1786,32216,Florida
4148,Jacksonville,0.2,5.248,2,South,kariox,Corporate,television,Second Class,864,0.5904,32216,Florida
4149,Jacksonville,0.2,191.472,6,South,fynota,Corporate,chocolates,Second Class,863,40.6878,32216,Florida
4150,Philadelphia,0.7,104.58,6,East,kariox,Corporate,headset,Standard Class,5869,-80.178,19143,Pennsylvania
4151,Philadelphia,0.2,4.672,1,East,kariox,Corporate,television,Standard Class,5868,0.584,19143,Pennsylvania
4152,Charlotte,0.2,959.968,4,South,fynota,Corporate,fastfood,Standard Class,2898,119.996,28205,North Carolina
4153,Broken Arrow,0,11.88,2,Central,kariox,Corporate,headset,Standard Class,9495,5.346,74012,Oklahoma
4154,Broken Arrow,0,1592.85,7,Central,qexty,Corporate,hoodies,Standard Class,9494,350.427,74012,Oklahoma
4155,San Antonio,0.2,180.96,5,Central,fynota,Corporate,colddrinks,Standard Class,8606,13.572,78207,Texas
4156,San Antonio,0.2,165.6,3,Central,fynota,Corporate,chocolates,Standard Class,8605,-6.21,78207,Texas
4157,San Antonio,0.2,30.08,2,Central,fynota,Corporate,chocolates,Standard Class,8604,-5.264,78207,Texas
4158,Los Angeles,0,114.46,2,West,kariox,Consumer,laptop,First Class,3074,28.615,90045,California
4159,Gaithersburg,0,173.94,3,East,qexty,Corporate,pants,Standard Class,4919,38.2668,20877,Maryland
4160,Los Angeles,0,90.57,3,West,fynota,Consumer,chocolates,Second Class,27,11.7741,90049,California
4161,Raleigh,0.7,30.828,7,South,kariox,Consumer,headset,Standard Class,7808,-24.6624,27604,North Carolina
4162,Raleigh,0.2,47.616,3,South,kariox,Consumer,television,Standard Class,7809,5.952,27604,North Carolina
4163,Gaithersburg,0,231.98,2,East,fynota,Corporate,colddrinks,Standard Class,4920,67.2742,20877,Maryland
4164,Fresno,0,349.95,5,West,fynota,Corporate,chocolates,Standard Class,3209,118.983,93727,California
4165,New York City,0,81.98,2,East,kariox,Home Office,phone,First Class,5968,40.1702,10009,New York
4166,Raleigh,0.2,108.784,2,South,fynota,Consumer,colddrinks,Standard Class,7810,10.8784,27604,North Carolina
4167,New York City,0,60.12,9,East,kariox,Consumer,phone,Standard Class,3743,28.8576,10011,New York
4168,New York City,0,16.52,4,East,kariox,Consumer,watch,Standard Class,3742,7.5992,10011,New York
4169,Fairfield,0.3,181.797,1,East,qexty,Consumer,hoodies,Same Day,3236,-15.5826,6824,Connecticut
4170,Westfield,0,254.97,3,East,fynota,Home Office,chocolates,Standard Class,2880,91.7892,7090,New Jersey
4171,Westfield,0,4.66,2,East,kariox,Home Office,television,Standard Class,2879,1.3514,7090,New Jersey
4172,Westfield,0,52.34,2,East,kariox,Home Office,watch,Standard Class,2878,24.5998,7090,New Jersey
4173,Concord,0.2,315.776,8,South,qexty,Consumer,shorts,Standard Class,7270,31.5776,28027,North Carolina
4174,New York City,0.2,49.536,3,East,kariox,Consumer,headset,Standard Class,3744,17.3376,10011,New York
4175,Columbus,0.2,54.992,14,East,qexty,Home Office,shorts,Standard Class,8522,8.9362,43229,Ohio
4176,Toledo,0.2,15.168,2,East,qexty,Corporate,shorts,Second Class,3702,3.792,43615,Ohio
4177,Concord,0.2,89.568,2,South,kariox,Consumer,phone,Standard Class,7269,32.4684,28027,North Carolina
4178,Seattle,0,79.92,4,West,qexty,Corporate,shorts,Standard Class,4667,34.3656,98115,Washington
4179,Seattle,0,69.98,2,West,fynota,Corporate,chocolates,Standard Class,4668,13.2962,98115,Washington
4180,Fresno,0.2,377.928,9,West,fynota,Corporate,colddrinks,Standard Class,3210,141.723,93727,California
4181,Springfield,0.2,15.552,3,East,kariox,Home Office,phone,Second Class,1026,5.4432,45503,Ohio
4182,Springfield,0.2,63.312,3,East,kariox,Home Office,phone,Second Class,1027,20.5764,45503,Ohio
4183,Springfield,0.4,15.588,2,East,fynota,Home Office,colddrinks,Second Class,1028,-9.8724,45503,Ohio
4184,Longview,0,24.85,5,West,qexty,Consumer,shorts,Second Class,6970,7.7035,98632,Washington
4185,San Francisco,0,70.88,2,West,kariox,Consumer,phone,Second Class,7538,33.3136,94109,California
4186,New York City,0.1,326.646,3,East,qexty,Consumer,tshirts,Standard Class,9722,39.9234,10024,New York
4187,Long Beach,0,8.67,3,East,kariox,Corporate,tablet,Second Class,4777,4.0749,11561,New York
4188,New York City,0,242.94,3,East,kariox,Consumer,laptop,Standard Class,855,9.7176,10035,New York
4189,New York City,0,44.46,2,East,qexty,Consumer,shorts,Standard Class,854,14.6718,10035,New York
4190,New York City,0,89.97,3,East,fynota,Consumer,chocolates,Standard Class,9723,39.5868,10024,New York
4191,Henderson,0,5.8,1,South,kariox,Consumer,headset,Standard Class,9080,2.61,42420,Kentucky
4192,Chicago,0.3,62.958,3,Central,qexty,Corporate,tshirts,Standard Class,1823,-2.6982,60623,Illinois
4193,Belleville,0,227.96,2,East,qexty,Consumer,tshirts,Standard Class,8161,36.4736,7109,New Jersey
4194,Chicago,0.2,5.184,1,Central,kariox,Corporate,phone,Standard Class,1824,1.8144,60623,Illinois
4195,Chicago,0.2,6.976,4,Central,kariox,Corporate,lighting,Standard Class,1822,1.8312,60623,Illinois
4196,Chicago,0.8,92.064,6,Central,kariox,Corporate,battery,Standard Class,1821,-225.5568,60623,Illinois
4197,New York City,0,8.72,4,East,kariox,Consumer,lighting,Standard Class,1244,3.5752,10009,New York
4198,New York City,0.2,398.352,3,East,kariox,Consumer,headset,Standard Class,1243,124.485,10009,New York
4199,Nashville,0.2,16.496,2,South,kariox,Consumer,phone,Standard Class,3456,5.5674,37211,Tennessee
4200,Jackson,0,264.18,7,South,kariox,Consumer,television,Standard Class,8172,68.6868,39212,Mississippi
4201,Henderson,0,318.08,4,South,qexty,Consumer,shorts,Standard Class,9079,34.9888,42420,Kentucky
4202,Los Angeles,0,12.99,1,West,fynota,Corporate,chocolates,Second Class,2989,0.7794,90032,California
4203,New York City,0,135.8,7,East,qexty,Corporate,shorts,First Class,9013,66.542,10011,New York
4204,Los Angeles,0,449.15,5,West,kariox,Corporate,laptop,Second Class,2991,8.983,90032,California
4205,Clinton,0,10.56,6,East,qexty,Consumer,shorts,First Class,7814,4.6464,20735,Maryland
4206,New York City,0,36.48,6,East,kariox,Corporate,lighting,Standard Class,9063,18.24,10035,New York
4207,Houston,0.6,16.192,2,Central,qexty,Consumer,shorts,Standard Class,7848,-6.8816,77070,Texas
4208,La Crosse,0,56.82,3,Central,kariox,Consumer,headset,Second Class,4555,28.41,54601,Wisconsin
4209,New York City,0,170.88,3,East,kariox,Consumer,battery,First Class,1579,49.5552,10011,New York
4210,Newark,0.2,46.72,5,East,kariox,Consumer,watch,Second Class,2742,17.52,43055,Ohio
4211,Philadelphia,0.2,57.576,3,East,kariox,Corporate,watch,Standard Class,6237,21.591,19120,Pennsylvania
4212,Los Angeles,0,10.65,3,West,kariox,Consumer,lighting,Standard Class,5407,5.0055,90045,California
4213,Los Angeles,0.2,18.56,4,West,kariox,Corporate,headset,Second Class,2990,6.496,90032,California
4214,Los Angeles,0,36.24,1,West,fynota,Consumer,chocolates,Standard Class,5406,15.2208,90045,California
4215,Milwaukee,0,490.32,9,Central,kariox,Home Office,battery,Standard Class,2345,137.2896,53209,Wisconsin
4216,Tampa,0.2,432.456,3,South,kariox,Home Office,laptop,Standard Class,8279,32.4342,33614,Florida
4217,Tampa,0.7,34.86,2,South,kariox,Home Office,headset,Standard Class,8278,-26.726,33614,Florida
4218,Tampa,0.7,3.762,3,South,kariox,Home Office,headset,Standard Class,8277,-2.7588,33614,Florida
4219,Oceanside,0,39.98,2,East,fynota,Corporate,colddrinks,Standard Class,5308,1.999,11572,New York
4220,Oceanside,0,296.37,3,East,kariox,Corporate,laptop,Standard Class,5307,80.0199,11572,New York
4221,Oceanside,0,68.95,5,East,qexty,Corporate,shorts,Standard Class,5306,28.959,11572,New York
4222,Los Angeles,0.2,31.248,7,West,kariox,Corporate,headset,Second Class,2992,10.9368,90032,California
4223,Los Angeles,0.2,445.96,5,West,fynota,Consumer,colddrinks,Standard Class,5405,55.745,90045,California
4224,Clinton,0.3,550.431,3,East,qexty,Consumer,hoodies,First Class,7813,-47.1798,20735,Maryland
4225,Long Beach,0,25.71,3,East,kariox,Corporate,charger,Second Class,4778,6.6846,11561,New York
4226,Clinton,0,4.77,1,East,kariox,Consumer,phone,First Class,7811,2.1465,20735,Maryland
4227,Smyrna,0,167.96,2,South,kariox,Home Office,watch,Same Day,1388,78.9412,30080,Georgia
4228,Smyrna,0,239.98,2,South,qexty,Home Office,pants,Same Day,1387,52.7956,30080,Georgia
4229,Smyrna,0,18.84,3,South,qexty,Home Office,shorts,Same Day,1386,7.1592,30080,Georgia
4230,Smyrna,0,9.45,5,South,kariox,Home Office,lighting,Same Day,1385,0.189,30080,Georgia
4231,Smyrna,0,348.84,9,South,kariox,Home Office,phone,Same Day,1384,170.9316,30080,Georgia
4232,Smyrna,0,80.98,1,South,kariox,Home Office,laptop,Same Day,1383,1.6196,30080,Georgia
4233,Los Angeles,0,93.02,2,West,kariox,Corporate,laptop,Standard Class,9521,3.7208,90049,California
4234,Rockville,0,90.48,2,East,fynota,Consumer,colddrinks,Standard Class,9068,23.5248,20852,Maryland
4235,Sierra Vista,0.2,14.368,2,West,qexty,Consumer,shorts,Standard Class,6043,3.9512,85635,Arizona
4236,Richmond,0,866.4,4,South,qexty,Consumer,tshirts,Standard Class,5754,225.264,40475,Kentucky
4237,Houston,0.6,73.784,2,Central,qexty,Corporate,shorts,Standard Class,8513,-77.4732,77041,Texas
4238,Arlington,0,18.69,7,South,qexty,Consumer,shorts,Second Class,8491,7.1022,22204,Virginia
4239,Arlington,0,36.4,8,South,kariox,Consumer,headset,Second Class,8490,18.2,22204,Virginia
4240,Arlington,0,8749.95,5,South,fynota,Consumer,sweets,Second Class,8489,2799.984,22204,Virginia
4241,New York City,0,117.96,2,East,kariox,Consumer,laptop,Standard Class,5614,5.898,10011,New York
4242,Los Angeles,0,105.52,4,West,kariox,Corporate,phone,Standard Class,8404,48.5392,90036,California
4243,Clinton,0,7.98,3,East,kariox,Consumer,television,First Class,7812,2.0748,20735,Maryland
4244,Smyrna,0,104.85,3,South,fynota,Home Office,colddrinks,Same Day,1389,28.3095,30080,Georgia
4245,Smyrna,0,484.83,3,South,fynota,Home Office,colddrinks,Same Day,1390,126.0558,30080,Georgia
4246,Arlington,0,56.45,5,South,kariox,Corporate,laptop,First Class,3242,14.677,22204,Virginia
4247,Smyrna,0,154.44,3,South,kariox,Home Office,laptop,Same Day,1392,1.5444,30080,Georgia
4248,Los Angeles,0,146.82,3,West,kariox,Home Office,phone,Standard Class,721,73.41,90045,California
4249,Atlanta,0,15.92,4,South,kariox,Consumer,headset,First Class,7195,7.4824,30318,Georgia
4250,Atlanta,0,1350.12,6,South,kariox,Consumer,laptop,First Class,7194,175.5156,30318,Georgia
4251,Tulsa,0,69.93,7,Central,fynota,Corporate,colddrinks,First Class,1809,0.6993,74133,Oklahoma
4252,San Francisco,0,31.86,2,West,fynota,Corporate,chocolates,Standard Class,8843,11.151,94110,California
4253,Smyrna,0,122.97,3,South,kariox,Home Office,phone,Same Day,1391,60.2553,30080,Georgia
4254,Houston,0.3,241.5,4,Central,qexty,Corporate,tshirts,Standard Class,8383,0,77036,Texas
4255,Raleigh,0.2,1127.976,3,South,fynota,Home Office,colddrinks,Second Class,1828,126.8973,27604,North Carolina
4256,Los Angeles,0.2,623.96,5,West,fynota,Corporate,colddrinks,Second Class,9115,38.9975,90049,California
4257,San Francisco,0,89.97,3,West,fynota,Corporate,chocolates,Standard Class,8842,39.5868,94110,California
4258,Springfield,0,7.83,3,South,kariox,Consumer,tablet,Same Day,1730,3.6018,22153,Virginia
4259,Springfield,0,100,4,South,fynota,Consumer,chocolates,Same Day,1729,21,22153,Virginia
4260,Chattanooga,0.2,132.224,4,South,qexty,Corporate,shorts,Standard Class,5810,-18.1808,37421,Tennessee
4261,San Diego,0.2,159.968,4,West,fynota,Consumer,colddrinks,Standard Class,8145,-31.9936,92037,California
4262,San Diego,0.2,557.728,4,West,qexty,Consumer,hoodies,Standard Class,8144,6.9716,92037,California
4263,San Diego,0,186.54,3,West,kariox,Consumer,laptop,Standard Class,8143,50.3658,92037,California
4264,San Diego,0,14.73,3,West,kariox,Consumer,tablet,Standard Class,8142,7.2177,92037,California
4265,Smyrna,0,342.37,7,South,kariox,Home Office,phone,Same Day,1393,160.9139,30080,Georgia
4266,Lancaster,0.2,30.352,2,East,kariox,Consumer,phone,First Class,2696,10.6232,43130,Ohio
4267,Jackson,0,319.76,14,South,kariox,Home Office,phone,Standard Class,9169,147.0896,39212,Mississippi
4268,Jackson,0,45.68,2,South,kariox,Home Office,phone,Standard Class,9170,21.0128,39212,Mississippi
4269,Bryan,0.3,528.43,5,Central,qexty,Corporate,tshirts,Standard Class,9920,-143.431,77803,Texas
4270,Bryan,0.8,22.386,7,Central,kariox,Corporate,headset,Standard Class,9921,-35.8176,77803,Texas
4271,Malden,0,39.68,2,East,kariox,Consumer,television,Standard Class,2394,10.3168,2148,Massachusetts
4272,Newark,0,129.98,2,East,fynota,Consumer,colddrinks,Same Day,3737,62.3904,19711,Delaware
4273,Newark,0,32.54,2,East,kariox,Consumer,headset,Same Day,3738,15.9446,19711,Delaware
4274,Nashville,0.7,31.086,3,South,kariox,Corporate,headset,Standard Class,9177,-20.724,37211,Tennessee
4275,Columbia,0,901.95,3,East,kariox,Consumer,battery,Same Day,4401,297.6435,21044,Maryland
4276,Columbia,0,971.5,5,East,qexty,Consumer,shorts,Same Day,4402,252.59,21044,Maryland
4277,San Francisco,0.2,84.784,2,West,fynota,Consumer,colddrinks,Second Class,8382,-20.1362,94109,California
4278,Memphis,0.4,189.882,3,South,qexty,Consumer,hoodies,Second Class,495,-94.941,38109,Tennessee
4279,Columbia,0.2,871.8,3,South,kariox,Consumer,battery,Second Class,6474,87.18,38401,Tennessee
4280,Littleton,0.7,72.294,1,West,qexty,Consumer,pants,Second Class,2226,-98.8018,80122,Colorado
4281,Oceanside,0,14.98,1,East,qexty,Consumer,shorts,Second Class,2853,6.8908,11572,New York
4282,Oceanside,0,20.32,4,East,qexty,Consumer,shorts,Second Class,2854,6.9088,11572,New York
4283,Columbia,0,199.9,5,East,kariox,Consumer,watch,Same Day,4400,89.955,21044,Maryland
4284,San Francisco,0.2,1352.032,4,West,qexty,Corporate,tshirts,First Class,7649,84.502,94110,California
4285,Columbus,0.2,21.88,5,East,qexty,Consumer,shorts,Standard Class,1693,6.2905,43229,Ohio
4286,Philadelphia,0.2,83.976,3,East,fynota,Home Office,chocolates,Standard Class,1615,-13.6461,19143,Pennsylvania
4287,Salem,0.2,84.784,2,West,fynota,Consumer,colddrinks,Standard Class,589,-20.1362,97301,Oregon
4288,Philadelphia,0.3,386.68,2,East,qexty,Corporate,tshirts,Second Class,7415,-5.524,19134,Pennsylvania
4289,Philadelphia,0.2,379.96,5,East,fynota,Corporate,chocolates,Second Class,7416,47.495,19134,Pennsylvania
4290,Philadelphia,0.4,539.91,3,East,fynota,Corporate,colddrinks,Second Class,7417,-116.9805,19134,Pennsylvania
4291,Philadelphia,0.2,41.24,5,East,kariox,Corporate,phone,Second Class,7418,13.9185,19134,Pennsylvania
